Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36061013400,"Census Tract 134, New York County, New York",New York,10759,1490,540,333,1751,373,5,3.1,16.3,3.6
1400000US36061013501,"Census Tract 135.01, New York County, New York",New York,4609,874,192,188,573,245,4.2,3.8,12.4,4.6
1400000US36061013502,"Census Tract 135.02, New York County, New York",New York,5129,995,154,135,1199,624,3,2.5,23.4,10.1
1400000US36061013601,"Census Tract 136.01, New York County, New York",New York,1849,917,202,315,473,471,10.9,14.8,25.6,24.8
1400000US36061013602,"Census Tract 136.02, New York County, New York",New York,6778,2262,572,541,1357,550,8.4,6.2,20,10.4
1400000US36061013603,"Census Tract 136.03, New York County, New York",New York,3553,738,198,259,1043,480,5.6,7.4,29.4,10.6
1400000US36061013604,"Census Tract 136.04, New York County, New York",New York,4004,925,40,65,693,319,1,1.6,17.3,8.9
1400000US36061013700,"Census Tract 137, New York County, New York",New York,6428,1188,198,158,1268,406,3.1,2.3,19.7,6.2
1400000US36061013800,"Census Tract 138, New York County, New York",New York,12448,1910,641,486,2166,751,5.1,3.7,17.4,6.1
1400000US36061013900,"Census Tract 139, New York County, New York",New York,10593,1242,194,234,2152,814,1.8,2.2,20.3,6.9
1400000US36061014000,"Census Tract 140, New York County, New York",New York,7245,879,236,114,1693,406,3.3,1.6,23.4,4.7
1400000US36061014200,"Census Tract 142, New York County, New York",New York,4878,875,223,104,1500,386,4.6,2,30.8,7.9
1400000US36061014300,"Census Tract 143, New York County, New York",New York,1,3,0,12,0,12,0,100,0,100
1400000US36061014401,"Census Tract 144.01, New York County, New York",New York,4551,779,113,63,958,198,2.5,1.4,21.1,4.6
1400000US36061014402,"Census Tract 144.02, New York County, New York",New York,6630,907,253,136,1513,332,3.8,2.1,22.8,4.3
1400000US36061014500,"Census Tract 145, New York County, New York",New York,6270,1073,400,263,1114,333,6.4,3.5,17.8,5.4
1400000US36061014601,"Census Tract 146.01, New York County, New York",New York,4263,706,139,91,785,461,3.3,2,18.4,8.7
1400000US36061014602,"Census Tract 146.02, New York County, New York",New York,8006,946,171,154,2259,637,2.1,1.9,28.2,6.6
1400000US36061014700,"Census Tract 147, New York County, New York",New York,3162,518,381,193,117,78,12,4.5,3.7,2.5
1400000US36061014801,"Census Tract 148.01, New York County, New York",New York,2724,420,196,100,698,205,7.2,3.6,25.6,5.6
1400000US36061014802,"Census Tract 148.02, New York County, New York",New York,6735,1023,383,305,1117,273,5.7,3.9,16.6,4.4
1400000US36061014900,"Census Tract 149, New York County, New York",New York,5156,633,81,67,1667,314,1.6,1.3,32.3,5.4
1400000US36061015001,"Census Tract 150.01, New York County, New York",New York,2159,355,143,95,655,133,6.6,3.9,30.3,6.4
1400000US36061015002,"Census Tract 150.02, New York County, New York",New York,4545,604,102,80,1685,299,2.2,1.8,37.1,6.9
1400000US36061015101,"Census Tract 151.01, New York County, New York",New York,3806,699,393,157,611,192,10.3,3.5,16.1,4.8
1400000US36061015102,"Census Tract 151.02, New York County, New York",New York,6783,1600,679,442,658,251,10,4.8,9.7,4
1400000US36061015200,"Census Tract 152, New York County, New York",New York,7576,905,591,224,1426,392,7.8,2.8,18.8,4.3
1400000US36061015301,"Census Tract 153.01, New York County, New York",New York,4186,868,290,208,961,435,6.9,4.3,23,8.9
1400000US36061015302,"Census Tract 153.02, New York County, New York",New York,5614,879,396,209,980,409,7.1,3.4,17.5,7.1
1400000US36061015401,"Census Tract 154.01, New York County, New York",New York,5541,1448,368,473,572,424,6.6,7.8,10.3,7.9
1400000US36061015402,"Census Tract 154.02, New York County, New York",New York,4516,1220,140,161,439,293,3.1,3.4,9.7,6
1400000US36061015403,"Census Tract 154.03, New York County, New York",New York,4483,1041,383,234,920,355,8.5,4.8,20.5,8.3
1400000US36061015501,"Census Tract 155.01, New York County, New York",New York,5150,1156,61,72,1807,979,1.2,1.3,35.1,13.1
1400000US36061015502,"Census Tract 155.02, New York County, New York",New York,5032,984,180,120,1399,401,3.6,2.5,27.8,6.3
1400000US36061015601,"Census Tract 156.01, New York County, New York",New York,5077,512,464,210,510,220,9.1,3.6,10,4.3
1400000US36061015602,"Census Tract 156.02, New York County, New York",New York,2282,335,46,59,277,85,2,2.6,12.1,3.9
1400000US36061015700,"Census Tract 157, New York County, New York",New York,9814,1446,372,265,1833,438,3.8,2.6,18.7,4.5
1400000US36061015801,"Census Tract 158.01, New York County, New York",New York,4532,635,49,52,964,254,1.1,1.2,21.3,6
1400000US36061015802,"Census Tract 158.02, New York County, New York",New York,4465,494,235,108,509,275,5.3,2.4,11.4,5.5
1400000US36061015900,"Census Tract 159, New York County, New York",New York,9272,1367,461,251,2440,492,5,2.3,26.3,5.8
1400000US36061016001,"Census Tract 160.01, New York County, New York",New York,3290,471,48,46,1037,157,1.5,1.4,31.5,6
1400000US36061016002,"Census Tract 160.02, New York County, New York",New York,3515,828,156,82,958,769,4.4,2.5,27.3,16.6
1400000US36061016100,"Census Tract 161, New York County, New York",New York,6572,689,251,110,1167,298,3.8,1.7,17.8,4.9
1400000US36061016200,"Census Tract 162, New York County, New York",New York,9377,1375,259,162,1827,803,2.8,1.7,19.5,6.6
1400000US36061016300,"Census Tract 163, New York County, New York",New York,7528,1540,393,270,1196,294,5.2,3.6,15.9,5
1400000US36061016400,"Census Tract 164, New York County, New York",New York,7547,992,451,219,1266,268,6,2.8,16.8,3.4
1400000US36061016500,"Census Tract 165, New York County, New York",New York,6674,858,552,232,1713,523,8.3,3.3,25.7,5.9
1400000US36061016600,"Census Tract 166, New York County, New York",New York,6002,865,218,152,584,152,3.6,2.4,9.7,2.4
1400000US36061016700,"Census Tract 167, New York County, New York",New York,6058,697,313,187,1061,222,5.2,2.8,17.5,4.1
1400000US36061016800,"Census Tract 168, New York County, New York",New York,5189,785,552,242,1113,320,10.6,3.9,21.4,5.1
1400000US36061016900,"Census Tract 169, New York County, New York",New York,8272,1139,733,516,1469,306,8.9,5.6,17.8,3.8
1400000US36061017000,"Census Tract 170, New York County, New York",New York,8100,1104,397,176,1452,296,4.9,1.9,17.9,4
1400000US36061017100,"Census Tract 171, New York County, New York",New York,9168,1592,222,152,1445,348,2.4,1.7,15.8,4.5
1400000US36061017200,"Census Tract 172, New York County, New York",New York,5120,921,285,230,543,161,5.6,4,10.6,3.6
1400000US36061017300,"Census Tract 173, New York County, New York",New York,7868,1370,619,304,2242,664,7.9,3.1,28.5,8.3
1400000US36061017401,"Census Tract 174.01, New York County, New York",New York,4531,669,241,193,832,136,5.3,3.8,18.4,3.7
1400000US36061017402,"Census Tract 174.02, New York County, New York",New York,2661,412,147,89,342,110,5.5,3,12.9,4.6
1400000US36061017500,"Census Tract 175, New York County, New York",New York,10750,1672,513,195,2272,373,4.8,2,21.1,4.2
1400000US36061017700,"Census Tract 177, New York County, New York",New York,9437,2467,908,450,2451,302,9.6,2.9,26,6.7
1400000US36061017800,"Census Tract 178, New York County, New York",New York,4278,757,158,101,282,134,3.7,2.2,6.6,3
1400000US36061017900,"Census Tract 179, New York County, New York",New York,8916,2120,793,712,1553,328,8.9,6.4,17.4,5.8
1400000US36061018000,"Census Tract 180, New York County, New York",New York,6324,989,289,291,550,239,4.6,4.1,8.7,3.1
1400000US36061018100,"Census Tract 181, New York County, New York",New York,8859,1421,255,182,2691,680,2.9,2,30.4,5.4
1400000US36061018200,"Census Tract 182, New York County, New York",New York,7434,861,276,227,1068,225,3.7,2.9,14.4,3
1400000US36061018300,"Census Tract 183, New York County, New York",New York,7963,1533,488,273,1374,369,6.1,3.2,17.3,5.2
1400000US36061018400,"Census Tract 184, New York County, New York",New York,7387,951,526,258,1061,277,7.1,3.2,14.4,3.7
1400000US36061018500,"Census Tract 185, New York County, New York",New York,4756,775,211,121,1288,574,4.4,2.5,27.1,9.2
1400000US36061018600,"Census Tract 186, New York County, New York",New York,6282,999,436,334,713,154,6.9,5,11.3,3.4
1400000US36061018700,"Census Tract 187, New York County, New York",New York,9524,2154,424,193,1668,276,4.5,2,17.5,4.8
1400000US36061018800,"Census Tract 188, New York County, New York",New York,4888,893,198,171,519,139,4.1,3.3,10.6,3.3
1400000US36061018900,"Census Tract 189, New York County, New York",New York,11014,1306,724,349,2123,508,6.6,3.1,19.3,4.9
1400000US36061019000,"Census Tract 190, New York County, New York",New York,3790,441,207,102,556,127,5.5,2.4,14.7,3.2
1400000US36061019100,"Census Tract 191, New York County, New York",New York,9124,1233,314,161,2233,598,3.4,1.7,24.5,5.8
1400000US36061019200,"Census Tract 192, New York County, New York",New York,4259,613,458,364,537,191,10.8,7.7,12.6,4.2
1400000US36061019300,"Census Tract 193, New York County, New York",New York,9896,1733,142,133,1623,436,1.4,1.3,16.4,4.7
1400000US36061019400,"Census Tract 194, New York County, New York",New York,5982,769,478,214,945,429,8,3.3,15.8,6.8
1400000US36061019500,"Census Tract 195, New York County, New York",New York,7226,982,230,185,1629,346,3.2,2.4,22.5,5.8
1400000US36061019600,"Census Tract 196, New York County, New York",New York,4297,592,255,172,880,206,5.9,3.9,20.5,5
1400000US36061019701,"Census Tract 197.01, New York County, New York",New York,655,172,6,8,17,18,0.9,1.3,2.6,2.5
1400000US36061019702,"Census Tract 197.02, New York County, New York",New York,2720,452,286,204,481,211,10.5,6.9,17.7,8.8
1400000US36061019800,"Census Tract 198, New York County, New York",New York,2433,655,238,198,521,206,9.8,6.2,21.4,6.2
1400000US36061019900,"Census Tract 199, New York County, New York",New York,8344,902,120,70,1582,325,1.4,0.9,19,3.8
1400000US36061020000,"Census Tract 200, New York County, New York",New York,3324,506,93,70,522,244,2.8,1.9,15.7,6.7
1400000US36061020101,"Census Tract 201.01, New York County, New York",New York,1759,177,37,22,91,39,2.1,1.2,5.2,2.4
1400000US36061020102,"Census Tract 201.02, New York County, New York",New York,4044,522,222,131,379,99,5.5,2.8,9.4,2.4
1400000US36061020300,"Census Tract 203, New York County, New York",New York,3834,421,42,30,153,120,1.1,0.8,4,3.1
1400000US36061020500,"Census Tract 205, New York County, New York",New York,5287,493,121,85,726,158,2.3,1.6,13.7,2.8
1400000US36061020600,"Census Tract 206, New York County, New York",New York,3405,602,107,78,291,100,3.1,2.3,8.5,3.4
1400000US36061020701,"Census Tract 207.01, New York County, New York",New York,2825,378,120,81,144,83,4.2,2.8,5.1,3
1400000US36061020800,"Census Tract 208, New York County, New York",New York,5686,903,339,190,624,218,6,3.3,11,3.6
1400000US36061020901,"Census Tract 209.01, New York County, New York",New York,3498,688,306,277,504,124,8.7,6.8,14.4,4.4
1400000US36061021000,"Census Tract 210, New York County, New York",New York,6943,768,530,326,1141,344,7.6,4.3,16.4,4.8
1400000US36061021100,"Census Tract 211, New York County, New York",New York,10709,1213,440,273,1450,258,4.1,2.4,13.5,2.6
1400000US36061021200,"Census Tract 212, New York County, New York",New York,4160,584,281,176,1244,289,6.8,3.9,29.9,5
1400000US36061021303,"Census Tract 213.03, New York County, New York",New York,6307,810,386,194,736,290,6.1,2.9,11.7,4.2
1400000US36061021400,"Census Tract 214, New York County, New York",New York,3143,342,149,69,672,135,4.7,2.1,21.4,3.8
1400000US36061021500,"Census Tract 215, New York County, New York",New York,4277,521,268,114,406,135,6.3,2.5,9.5,2.9
1400000US36061021600,"Census Tract 216, New York County, New York",New York,9267,1238,548,214,588,164,5.9,2,6.3,2
1400000US36061021703,"Census Tract 217.03, New York County, New York",New York,11,14,0,12,0,12,0,92.8,0,92.8
1400000US36061021800,"Census Tract 218, New York County, New York",New York,6198,1008,274,203,461,165,4.4,2.9,7.4,2.9
1400000US36061021900,"Census Tract 219, New York County, New York",New York,6121,922,456,220,753,240,7.4,3.6,12.3,4.6
1400000US36061022000,"Census Tract 220, New York County, New York",New York,6503,831,499,198,834,348,7.7,3.1,12.8,4.9
1400000US36061022102,"Census Tract 221.02, New York County, New York",New York,2690,501,298,124,169,87,11.1,4.2,6.3,3.2
1400000US36061022200,"Census Tract 222, New York County, New York",New York,3479,513,264,114,311,100,7.6,2.8,8.9,3.2
1400000US36061022301,"Census Tract 223.01, New York County, New York",New York,8102,1177,389,164,1041,238,4.8,2.1,12.8,3.4
1400000US36061022302,"Census Tract 223.02, New York County, New York",New York,3067,368,191,100,485,138,6.2,2.9,15.8,4
1400000US36061022400,"Census Tract 224, New York County, New York",New York,7363,1020,576,296,723,225,7.8,3.3,9.8,3
1400000US36061022500,"Census Tract 225, New York County, New York",New York,10897,1740,317,200,1746,519,2.9,1.8,16,3.8
1400000US36061022600,"Census Tract 226, New York County, New York",New York,4704,776,339,209,602,177,7.2,3.8,12.8,3.7
1400000US36061022700,"Census Tract 227, New York County, New York",New York,5321,648,70,75,706,247,1.3,1.3,13.3,4.7
1400000US36061022800,"Census Tract 228, New York County, New York",New York,6106,766,293,194,807,207,4.8,3,13.2,3.1
1400000US36061022900,"Census Tract 229, New York County, New York",New York,9075,1340,418,190,874,280,4.6,1.9,9.6,3.1
1400000US36061023000,"Census Tract 230, New York County, New York",New York,8589,1069,434,236,1181,371,5.1,2.5,13.8,4.2
1400000US36061023100,"Census Tract 231, New York County, New York",New York,6750,1231,363,179,688,202,5.4,2.7,10.2,2.9
1400000US36061023200,"Census Tract 232, New York County, New York",New York,9518,1665,1090,424,691,121,11.5,4.4,7.3,1.8
1400000US36061023300,"Census Tract 233, New York County, New York",New York,6974,1167,402,242,480,185,5.8,3.2,6.9,2.7
1400000US36061023400,"Census Tract 234, New York County, New York",New York,4945,772,262,144,400,137,5.3,2.8,8.1,2.7
1400000US36061023501,"Census Tract 235.01, New York County, New York",New York,6751,1104,308,175,471,146,4.6,2.6,7,2.3
1400000US36061023502,"Census Tract 235.02, New York County, New York",New York,1845,361,71,51,152,49,3.8,2.5,8.2,3.2
1400000US36061023600,"Census Tract 236, New York County, New York",New York,7679,1099,538,210,1251,237,7,2.8,16.3,3.8
1400000US36061023700,"Census Tract 237, New York County, New York",New York,6439,875,405,159,785,221,6.3,2.3,12.2,4.2
1400000US36061023802,"Census Tract 238.02, New York County, New York",New York,6219,623,248,152,1421,310,4,2.4,22.8,4.8
1400000US36061023803,"Census Tract 238.03, New York County, New York",New York,3021,378,135,98,817,147,4.5,3,27,5.4
1400000US36061023804,"Census Tract 238.04, New York County, New York",New York,3530,584,326,138,301,155,9.2,3.5,8.5,4.3
1400000US36061023900,"Census Tract 239, New York County, New York",New York,3122,551,128,87,623,281,4.1,2.7,20,7
1400000US36061024000,"Census Tract 240, New York County, New York",New York,1860,542,0,12,100,63,0,1.9,5.4,3.4
1400000US36061024100,"Census Tract 241, New York County, New York",New York,8177,1243,233,171,1727,340,2.8,2.1,21.1,4.3
1400000US36061024200,"Census Tract 242, New York County, New York",New York,5152,887,460,182,434,112,8.9,3.1,8.4,2.5
1400000US36061024301,"Census Tract 243.01, New York County, New York",New York,5192,935,153,97,622,200,2.9,1.9,12,2.9
1400000US36061024302,"Census Tract 243.02, New York County, New York",New York,7225,773,525,257,823,203,7.3,3.5,11.4,2.7
1400000US36061024500,"Census Tract 245, New York County, New York",New York,14089,1668,629,294,1992,587,4.5,2,14.1,4.1
1400000US36061024700,"Census Tract 247, New York County, New York",New York,7170,1166,52,60,1747,716,0.7,0.8,24.4,7.6
1400000US36061024900,"Census Tract 249, New York County, New York",New York,957,191,24,26,178,108,2.5,2.7,18.6,9.1
1400000US36061025100,"Census Tract 251, New York County, New York",New York,2779,388,194,153,395,93,7,5.1,14.2,3.4
1400000US36061025300,"Census Tract 253, New York County, New York",New York,12515,2062,482,271,1595,360,3.9,2,12.7,3.4
1400000US36061025500,"Census Tract 255, New York County, New York",New York,6173,1139,276,141,658,230,4.5,2.2,10.7,3.7
1400000US36061025700,"Census Tract 257, New York County, New York",New York,4738,673,273,111,362,97,5.8,2.1,7.6,2.3
1400000US36061025900,"Census Tract 259, New York County, New York",New York,3642,586,193,85,196,59,5.3,2.3,5.4,1.6
1400000US36061026100,"Census Tract 261, New York County, New York",New York,11981,1874,598,247,1410,368,5,2.1,11.8,3.3
1400000US36061026300,"Census Tract 263, New York County, New York",New York,9116,1178,602,276,978,295,6.6,2.9,10.7,3.2
1400000US36061026500,"Census Tract 265, New York County, New York",New York,7618,1028,241,168,1055,254,3.2,2.2,13.8,3.8
1400000US36061026700,"Census Tract 267, New York County, New York",New York,1966,309,137,71,92,46,7,3.9,4.7,2.4
1400000US36061026900,"Census Tract 269, New York County, New York",New York,9586,1278,398,214,1420,318,4.2,2.1,14.8,3.5
1400000US36061027100,"Census Tract 271, New York County, New York",New York,8916,1353,451,252,1164,229,5.1,2.5,13.1,2.8
1400000US36061027300,"Census Tract 273, New York County, New York",New York,7111,1048,298,130,980,239,4.2,1.8,13.8,3.2
1400000US36061027500,"Census Tract 275, New York County, New York",New York,3079,397,230,82,664,175,7.5,2.6,21.6,5.1
1400000US36061027700,"Census Tract 277, New York County, New York",New York,6659,908,319,238,1984,451,4.8,3.4,29.8,5.9
1400000US36061027900,"Census Tract 279, New York County, New York",New York,11988,1263,702,315,1398,343,5.9,2.3,11.7,2.9
1400000US36061028100,"Census Tract 281, New York County, New York",New York,3283,374,209,76,532,104,6.4,2.3,16.2,3.6
1400000US36061028300,"Census Tract 283, New York County, New York",New York,8026,1392,204,135,1711,777,2.5,1.8,21.3,7.4
